"Address","Source Line","Assembly","Hardware Event Count: Total","Hardware Event Count: Self","Hardware Event Sample Count: Total","Hardware Event Sample Count: Self"
"0x7f61252f50e5","480","cmp esi, 0x0","","","",""
"0x7f61252f50e8","480","jz 0x7f61252f6e06 <Block 317>","","","",""
"0x7f61252f50ee","0","Block 48:","","","",""
"0x7f61252f50ee","480","mov byte ptr [r9+0xc], 0x1","","","",""
"0x7f61252f50f3","480","mov rdx, r9","","","",""
"0x7f61252f50f6","480","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f5100","480","mov edx, dword ptr [rdx+0x8]","","","",""
"0x7f61252f5103","480","shl rdx, 0x3","","","",""
"0x7f61252f5107","480","cmp rdx, qword ptr [rsi+0x1d0]","","","",""
"0x7f61252f510e","480","jnz 0x7f61252f511d <Block 50>","","","",""
"0x7f61252f5110","0","Block 49:","","","",""
"0x7f61252f5110","480","add qword ptr [rsi+0x1d8], 0x1","","","",""
"0x7f61252f5118","480","jmp 0x7f61252f5183 <Block 57>","","","",""
"0x7f61252f511d","0","Block 50:","","","",""
"0x7f61252f511d","480","cmp rdx, qword ptr [rsi+0x1e0]","","","",""
"0x7f61252f5124","480","jnz 0x7f61252f5133 <Block 52>","","","",""
"0x7f61252f5126","0","Block 51:","","","",""
"0x7f61252f5126","480","add qword ptr [rsi+0x1e8], 0x1","","","",""
"0x7f61252f512e","480","jmp 0x7f61252f5183 <Block 57>","","","",""
"0x7f61252f5133","0","Block 52:","","","",""
"0x7f61252f5133","480","cmp qword ptr [rsi+0x1d0], 0x0","","","",""
"0x7f61252f513e","480","jnz 0x7f61252f5157 <Block 54>","","","",""
"0x7f61252f5140","0","Block 53:","","","",""
"0x7f61252f5140","480","mov qword ptr [rsi+0x1d0], rdx","","","",""
"0x7f61252f5147","480","mov qword ptr [rsi+0x1d8], 0x1","","","",""
"0x7f61252f5152","480","jmp 0x7f61252f5183 <Block 57>","","","",""
"0x7f61252f5157","0","Block 54:","","","",""
"0x7f61252f5157","480","cmp qword ptr [rsi+0x1e0], 0x0","","","",""
"0x7f61252f5162","480","jnz 0x7f61252f517b <Block 56>","","","",""
"0x7f61252f5164","0","Block 55:","","","",""
"0x7f61252f5164","480","mov qword ptr [rsi+0x1e0], rdx","","","",""
"0x7f61252f516b","480","mov qword ptr [rsi+0x1e8], 0x1","","","",""
"0x7f61252f5176","480","jmp 0x7f61252f5183 <Block 57>","","","",""
"0x7f61252f517b","0","Block 56:","","","",""
"0x7f61252f517b","480","add qword ptr [rsi+0x1c8], 0x1","","","",""
"0x7f61252f5183","0","Block 57:","","","",""
"0x7f61252f5183","480","mov rdx, 0x7f61206d9240","","","",""
"0x7f61252f518d","480","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5193","480","add esi, 0x8","","","",""
"0x7f61252f5196","480","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f519c","480","mov rdx, 0x7f61206d0170","","","",""
"0x7f61252f51a6","480","and esi, 0x7ffff8","","","",""
"0x7f61252f51ac","480","cmp esi, 0x0","","","",""
"0x7f61252f51af","480","jz 0x7f61252f6e1d <Block 319>","","","",""
"0x7f61252f51b5","0","Block 58:","","","",""
"0x7f61252f51b5","480","mov byte ptr [r9+0xd], 0x1","","","",""
"0x7f61252f51ba","481","mov byte ptr [r9+0xc], 0x1","","","",""
"0x7f61252f51bf","481","mov rdx, 0x7c0061228","","","",""
"0x7f61252f51c9","481","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f51cd","481","lea rdi, ptr [rax+0x18]","","","",""
"0x7f61252f51d1","481","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f51d5","481","jnbe 0x7f61252f6e34 <Block 321>","","","",""
"0x7f61252f51db","0","Block 59:","","","",""
"0x7f61252f51db","481","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f51df","481","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f51e6","481","mov qword ptr [rax], rcx","","","",""
"0x7f61252f51e9","481","mov rcx, rdx","","","",""
"0x7f61252f51ec","481","shr rcx, 0x3","","","",""
"0x7f61252f51f0","481","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f51f3","481","xor rcx, rcx","","","",""
"0x7f61252f51f6","481","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f51f9","481","xor rcx, rcx","","","",""
"0x7f61252f51fc","481","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f5200","0","Block 60:","","","",""
"0x7f61252f5200","481","mov rdx, rax","","","",""
"0x7f61252f5203","481","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f520d","481","add qword ptr [rcx+0x1f8], 0x1","","","",""
"0x7f61252f5215","481","mov rdx, 0x7f61206d9e88","","","",""
"0x7f61252f521f","481","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5225","481","add ecx, 0x8","","","",""
"0x7f61252f5228","481","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f522e","481","mov rdx, 0x7f61206cce08","","","",""
"0x7f61252f5238","481","and ecx, 0x7ffff8","","","",""
"0x7f61252f523e","481","cmp ecx, 0x0","","","",""
"0x7f61252f5241","481","jz 0x7f61252f6e41 <Block 323>","","","",""
"0x7f61252f5247","0","Block 61:","","","",""
"0x7f61252f5247","481","mov rdx, rax","","","",""
"0x7f61252f524a","481","mov rcx, 0x7f61206d9e88","","","",""
"0x7f61252f5254","481","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f525c","481","mov rdx, 0x7f61206d88a8","","","",""
"0x7f61252f5266","481","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f526c","481","add ecx, 0x8","","","",""
"0x7f61252f526f","481","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f5275","481","mov rdx, 0x7f61206cc728","","","",""
"0x7f61252f527f","481","and ecx, 0x7ffff8","","","",""
"0x7f61252f5285","481","cmp ecx, 0x0","","","",""
"0x7f61252f5288","481","jz 0x7f61252f6e58 <Block 325>","","","",""
"0x7f61252f528e","0","Block 62:","","","",""
"0x7f61252f528e","481","mov rdx, rax","","","",""
"0x7f61252f5291","481","mov rcx, 0x7f61206d88a8","","","",""
"0x7f61252f529b","481","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f52a3","481","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f52ad","481","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f52b3","481","add ecx, 0x8","","","",""
"0x7f61252f52b6","481","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f52bc","481","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f52c6","481","and ecx, 0x7ffff8","","","",""
"0x7f61252f52cc","481","cmp ecx, 0x0","","","",""
"0x7f61252f52cf","481","jz 0x7f61252f6e6f <Block 327>","","","",""
"0x7f61252f52d5","0","Block 63:","","","",""
"0x7f61252f52d5","481","mov dword ptr [rax+0xc], 0x3","","","",""
"0x7f61252f52dc","481","mov rdx, rbx","","","",""
"0x7f61252f52df","481","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f52e9","481","add qword ptr [rcx+0x208], 0x1","","","",""
"0x7f61252f52f1","481","mov rdx, 0x7f61206d9d30","400000","400000","2","2"
"0x7f61252f52fb","481","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5301","481","add ecx, 0x8","","","",""
"0x7f61252f5304","481","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f530a","481","mov rdx, 0x7f61206d2630","","","",""
"0x7f61252f5314","481","and ecx, 0x7ffff8","","","",""
"0x7f61252f531a","481","cmp ecx, 0x0","","","",""
"0x7f61252f531d","481","jz 0x7f61252f6e86 <Block 329>","","","",""
"0x7f61252f5323","0","Block 64:","","","",""
"0x7f61252f5323","481","mov rdx, rbx","","","",""
"0x7f61252f5326","481","mov rcx, 0x7f61206d9d30","","","",""
"0x7f61252f5330","481","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f5338","481","mov edx, 0x2","","","",""
"0x7f61252f533d","481","mov ecx, 0x3e8","","","",""
"0x7f61252f5342","481","mov r8, qword ptr [rsp+0xb0]","","","",""
"0x7f61252f534a","481","mov rdi, rax","","","",""
"0x7f61252f534d","481","mov rsi, rbx","","","",""
"0x7f61252f5350","481","mov qword ptr [rsp+0xb8], rbx","","","",""
"0x7f61252f5358","481","nop ","","","",""
"0x7f61252f5359","481","nop ","","","",""
"0x7f61252f535a","481","nop ","","","",""
"0x7f61252f535b","481","nop ","","","",""
"0x7f61252f535c","481","nop ","","","",""
"0x7f61252f535d","481","nop ","","","",""
"0x7f61252f535e","481","nop ","","","",""
"0x7f61252f535f","481","call 0x7f6125045de0 <resolve_opt_virtual_call>","","","",""
"0x7f61252f5364","0","Block 65:","","","",""
"0x7f61252f5364","481","mov rdx, 0x7c00626a0","","","",""
"0x7f61252f536e","481","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f5372","481","lea rdi, ptr [rax+0x20]","","","",""
"0x7f61252f5376","481","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f537a","481","jnbe 0x7f61252f6e9d <Block 331>","","","",""
"0x7f61252f5380","0","Block 66:","","","",""
"0x7f61252f5380","481","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5384","481","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f538b","481","mov qword ptr [rax], rcx","","","",""
"0x7f61252f538e","481","mov rcx, rdx","","","",""
"0x7f61252f5391","481","shr rcx, 0x3","","","",""
"0x7f61252f5395","481","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5398","481","xor rcx, rcx","","","",""
"0x7f61252f539b","481","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f539e","481","xor rcx, rcx","","","",""
"0x7f61252f53a1","481","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f53a5","481","mov qword ptr [rax+0x18], rcx","","","",""
"0x7f61252f53a9","0","Block 67:","","","",""
"0x7f61252f53a9","484","mov rdx, rax","","","",""
"0x7f61252f53ac","484","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f53b6","484","add qword ptr [rcx+0x218], 0x1","","","",""
"0x7f61252f53be","484","mov rdx, 0x0","","","",""
"0x7f61252f53c8","484","mov ecx, 0x5","","","",""
"0x7f61252f53cd","484","mov r8d, 0x3e8","","","",""
"0x7f61252f53d3","484","mov rsi, rax","","","",""
"0x7f61252f53d6","484","mov qword ptr [rsp+0xc0], rax","","","",""
"0x7f61252f53de","484","nop ","","","",""
"0x7f61252f53df","484","call 0x7f6125045de0 <resolve_opt_virtual_call>","","","",""
"0x7f61252f53e4","0","Block 68:","","","",""
"0x7f61252f53e4","484","mov rdx, 0x7c00626a0","","","",""
"0x7f61252f53ee","484","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f53f2","484","lea rdi, ptr [rax+0x20]","","","",""
"0x7f61252f53f6","484","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f53fa","484","jnbe 0x7f61252f6eaa <Block 333>","","","",""
"0x7f61252f5400","0","Block 69:","","","",""
"0x7f61252f5400","484","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5404","484","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f540b","484","mov qword ptr [rax], rcx","","","",""
"0x7f61252f540e","484","mov rcx, rdx","","","",""
"0x7f61252f5411","484","shr rcx, 0x3","","","",""
"0x7f61252f5415","484","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5418","484","xor rcx, rcx","","","",""
"0x7f61252f541b","484","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f541e","484","xor rcx, rcx","","","",""
"0x7f61252f5421","484","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f5425","484","mov qword ptr [rax+0x18], rcx","","","",""
"0x7f61252f5429","0","Block 70:","","","",""
"0x7f61252f5429","485","mov rdx, rax","","","",""
"0x7f61252f542c","485","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f5436","485","add qword ptr [rcx+0x228], 0x1","","","",""
"0x7f61252f543e","485","mov rdx, qword ptr [rsp+0xc0]","","","",""
"0x7f61252f5446","485","mov ecx, 0x5","","","",""
"0x7f61252f544b","485","mov r8d, 0x3e8","","","",""
"0x7f61252f5451","485","mov rsi, rax","","","",""
"0x7f61252f5454","485","mov qword ptr [rsp+0xc8], rax","","","",""
"0x7f61252f545c","485","nop ","","","",""
"0x7f61252f545d","485","nop ","","","",""
"0x7f61252f545e","485","nop ","","","",""
"0x7f61252f545f","485","call 0x7f6125045de0 <resolve_opt_virtual_call>","","","",""
"0x7f61252f5464","0","Block 71:","","","",""
"0x7f61252f5464","485","mov rdx, 0x7c00626a0","","","",""
"0x7f61252f546e","485","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f5472","485","lea rdi, ptr [rax+0x20]","","","",""
"0x7f61252f5476","485","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f547a","485","jnbe 0x7f61252f6eb7 <Block 335>","","","",""
"0x7f61252f5480","0","Block 72:","","","",""
"0x7f61252f5480","485","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5484","485","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f548b","485","mov qword ptr [rax], rcx","","","",""
"0x7f61252f548e","485","mov rcx, rdx","","","",""
"0x7f61252f5491","485","shr rcx, 0x3","","","",""
"0x7f61252f5495","485","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5498","485","xor rcx, rcx","","","",""
"0x7f61252f549b","485","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f549e","485","xor rcx, rcx","","","",""
"0x7f61252f54a1","485","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f54a5","485","mov qword ptr [rax+0x18], rcx","","","",""
"0x7f61252f54a9","0","Block 73:","","","",""
"0x7f61252f54a9","486","mov rdx, rax","","","",""
"0x7f61252f54ac","486","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f54b6","486","add qword ptr [rcx+0x238], 0x1","","","",""
"0x7f61252f54be","486","mov rdx, qword ptr [rsp+0xc8]","","","",""
"0x7f61252f54c6","486","mov ecx, 0x5","","","",""
"0x7f61252f54cb","486","mov r8d, 0x3e8","","","",""
"0x7f61252f54d1","486","mov rsi, rax","","","",""
"0x7f61252f54d4","486","mov qword ptr [rsp+0xd0], rax","","","",""
"0x7f61252f54dc","486","nop ","","","",""
"0x7f61252f54dd","486","nop ","","","",""
"0x7f61252f54de","486","nop ","","","",""
"0x7f61252f54df","486","call 0x7f6125045de0 <resolve_opt_virtual_call>","","","",""
"0x7f61252f54e4","0","Block 74:","","","",""
"0x7f61252f54e4","486","mov rdx, 0x7c0062bb8","","","",""
"0x7f61252f54ee","486","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f54f2","486","lea rdi, ptr [rax+0x28]","","","",""
"0x7f61252f54f6","486","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f54fa","486","jnbe 0x7f61252f6ec4 <Block 337>","","","",""
"0x7f61252f5500","0","Block 75:","","","",""
"0x7f61252f5500","486","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5504","486","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f550b","486","mov qword ptr [rax], rcx","","","",""
"0x7f61252f550e","486","mov rcx, rdx","","","",""
"0x7f61252f5511","486","shr rcx, 0x3","","","",""
"0x7f61252f5515","486","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5518","486","xor rcx, rcx","","","",""
"0x7f61252f551b","486","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f551e","486","xor rcx, rcx","","","",""
"0x7f61252f5521","486","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f5525","486","mov qword ptr [rax+0x18], rcx","","","",""
"0x7f61252f5529","486","mov qword ptr [rax+0x20], rcx","","","",""
"0x7f61252f552d","0","Block 76:","","","",""
"0x7f61252f552d","487","mov rdx, 0x7c0061a20","","","",""
"0x7f61252f5537","487","mov rbx, rax","","","",""
"0x7f61252f553a","487","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f553e","487","lea rdi, ptr [rax+0x10]","","","",""
"0x7f61252f5542","487","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f5546","487","jnbe 0x7f61252f6ed1 <Block 339>","","","",""
"0x7f61252f554c","0","Block 77:","","","",""
"0x7f61252f554c","487","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f5550","487","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f5557","487","mov qword ptr [rax], rcx","","","",""
"0x7f61252f555a","487","mov rcx, rdx","","","",""
"0x7f61252f555d","487","shr rcx, 0x3","","","",""
"0x7f61252f5561","487","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5564","487","xor rcx, rcx","","","",""
"0x7f61252f5567","487","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f556a","487","xor rcx, rcx","","","",""
"0x7f61252f556d","0","Block 78:","","","",""
"0x7f61252f556d","487","mov r9, rax","","","",""
"0x7f61252f5570","487","mov rdx, r9","","","",""
"0x7f61252f5573","487","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f557d","487","add qword ptr [rsi+0x248], 0x1","","","",""
"0x7f61252f5585","487","mov rdx, 0x7f61206d83b8","","","",""
"0x7f61252f558f","487","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5595","487","add esi, 0x8","","","",""
"0x7f61252f5598","487","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f559e","487","mov rdx, 0x7f61206cfef0","","","",""
"0x7f61252f55a8","487","and esi, 0x7ffff8","","","",""
"0x7f61252f55ae","487","cmp esi, 0x0","","","",""
"0x7f61252f55b1","487","jz 0x7f61252f6ede <Block 341>","","","",""
"0x7f61252f55b7","0","Block 79:","","","",""
"0x7f61252f55b7","487","mov rdx, r9","","","",""
"0x7f61252f55ba","487","mov rsi, 0x7f61206d83b8","","","",""
"0x7f61252f55c4","487","add qword ptr [rsi+0x108], 0x1","","","",""
"0x7f61252f55cc","487","mov rdx, 0x7f6120440a30","","","",""
"0x7f61252f55d6","487","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f55dc","487","add esi, 0x8","","","",""
"0x7f61252f55df","487","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f55e5","487","mov rdx, 0x7f61202c9480","","","",""
"0x7f61252f55ef","487","and esi, 0x7ffff8","","","",""
"0x7f61252f55f5","487","cmp esi, 0x0","","","",""
"0x7f61252f55f8","487","jz 0x7f61252f6ef5 <Block 343>","","","",""
"0x7f61252f55fe","0","Block 80:","","","",""
"0x7f61252f55fe","487","mov byte ptr [r9+0xc], 0x1","","","",""
"0x7f61252f5603","487","mov rdx, r9","","","",""
"0x7f61252f5606","487","mov rsi, 0x7f61206da038","","","",""
"0x7f61252f5610","487","mov edx, dword ptr [rdx+0x8]","","","",""
"0x7f61252f5613","487","shl rdx, 0x3","","","",""
"0x7f61252f5617","487","cmp rdx, qword ptr [rsi+0x260]","","","",""
"0x7f61252f561e","487","jnz 0x7f61252f562d <Block 82>","","","",""
"0x7f61252f5620","0","Block 81:","","","",""
"0x7f61252f5620","487","add qword ptr [rsi+0x268], 0x1","","","",""
"0x7f61252f5628","487","jmp 0x7f61252f5693 <Block 89>","","","",""
"0x7f61252f562d","0","Block 82:","","","",""
"0x7f61252f562d","487","cmp rdx, qword ptr [rsi+0x270]","","","",""
"0x7f61252f5634","487","jnz 0x7f61252f5643 <Block 84>","","","",""
"0x7f61252f5636","0","Block 83:","","","",""
"0x7f61252f5636","487","add qword ptr [rsi+0x278], 0x1","","","",""
"0x7f61252f563e","487","jmp 0x7f61252f5693 <Block 89>","","","",""
"0x7f61252f5643","0","Block 84:","","","",""
"0x7f61252f5643","487","cmp qword ptr [rsi+0x260], 0x0","","","",""
"0x7f61252f564e","487","jnz 0x7f61252f5667 <Block 86>","","","",""
"0x7f61252f5650","0","Block 85:","","","",""
"0x7f61252f5650","487","mov qword ptr [rsi+0x260], rdx","","","",""
"0x7f61252f5657","487","mov qword ptr [rsi+0x268], 0x1","","","",""
"0x7f61252f5662","487","jmp 0x7f61252f5693 <Block 89>","","","",""
"0x7f61252f5667","0","Block 86:","","","",""
"0x7f61252f5667","487","cmp qword ptr [rsi+0x270], 0x0","","","",""
"0x7f61252f5672","487","jnz 0x7f61252f568b <Block 88>","","","",""
"0x7f61252f5674","0","Block 87:","","","",""
"0x7f61252f5674","487","mov qword ptr [rsi+0x270], rdx","","","",""
"0x7f61252f567b","487","mov qword ptr [rsi+0x278], 0x1","","","",""
"0x7f61252f5686","487","jmp 0x7f61252f5693 <Block 89>","","","",""
"0x7f61252f568b","0","Block 88:","","","",""
"0x7f61252f568b","487","add qword ptr [rsi+0x258], 0x1","","","",""
"0x7f61252f5693","0","Block 89:","","","",""
"0x7f61252f5693","487","mov rdx, 0x7f61206d9240","","","",""
"0x7f61252f569d","487","mov esi, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f56a3","487","add esi, 0x8","","","",""
"0x7f61252f56a6","487","mov dword ptr [rdx+0xdc], esi","","","",""
"0x7f61252f56ac","487","mov rdx, 0x7f61206d0170","","","",""
"0x7f61252f56b6","487","and esi, 0x7ffff8","","","",""
"0x7f61252f56bc","487","cmp esi, 0x0","","","",""
"0x7f61252f56bf","487","jz 0x7f61252f6f0c <Block 345>","","","",""
"0x7f61252f56c5","0","Block 90:","","","",""
"0x7f61252f56c5","487","mov byte ptr [r9+0xd], 0x1","","","",""
"0x7f61252f56ca","488","mov byte ptr [r9+0xc], 0x1","","","",""
"0x7f61252f56cf","488","mov rdx, 0x7c0061428","","","",""
"0x7f61252f56d9","488","mov rax, qword ptr [r15+0x60]","","","",""
"0x7f61252f56dd","488","lea rdi, ptr [rax+0x18]","","","",""
"0x7f61252f56e1","488","cmp rdi, qword ptr [r15+0x70]","","","",""
"0x7f61252f56e5","488","jnbe 0x7f61252f6f23 <Block 347>","","","",""
"0x7f61252f56eb","0","Block 91:","","","",""
"0x7f61252f56eb","488","mov qword ptr [r15+0x60], rdi","","","",""
"0x7f61252f56ef","488","mov rcx, qword ptr [rdx+0xa8]","","","",""
"0x7f61252f56f6","488","mov qword ptr [rax], rcx","","","",""
"0x7f61252f56f9","488","mov rcx, rdx","","","",""
"0x7f61252f56fc","488","shr rcx, 0x3","","","",""
"0x7f61252f5700","488","mov dword ptr [rax+0x8], ecx","","","",""
"0x7f61252f5703","488","xor rcx, rcx","","","",""
"0x7f61252f5706","488","mov dword ptr [rax+0xc], ecx","","","",""
"0x7f61252f5709","488","xor rcx, rcx","","","",""
"0x7f61252f570c","488","mov qword ptr [rax+0x10], rcx","","","",""
"0x7f61252f5710","0","Block 92:","","","",""
"0x7f61252f5710","488","mov rdx, rax","","","",""
"0x7f61252f5713","488","mov rcx, 0x7f61206da038","","","",""
"0x7f61252f571d","488","add qword ptr [rcx+0x288], 0x1","","","",""
"0x7f61252f5725","488","mov rdx, 0x7f61206d9360","","","",""
"0x7f61252f572f","488","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f5735","488","add ecx, 0x8","","","",""
"0x7f61252f5738","488","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f573e","488","mov rdx, 0x7f61206cd350","","","",""
"0x7f61252f5748","488","and ecx, 0x7ffff8","","","",""
"0x7f61252f574e","488","cmp ecx, 0x0","","","",""
"0x7f61252f5751","488","jz 0x7f61252f6f30 <Block 349>","","","",""
"0x7f61252f5757","0","Block 93:","","","",""
"0x7f61252f5757","488","mov rdx, rax","","","",""
"0x7f61252f575a","488","mov rcx, 0x7f61206d9360","","","",""
"0x7f61252f5764","488","add qword ptr [rcx+0x108], 0x1","","","",""
"0x7f61252f576c","488","mov rdx, 0x7f61206d88a8","","","",""
"0x7f61252f5776","488","mov ecx, dword ptr [rdx+0xdc]","","","",""
"0x7f61252f577c","488","add ecx, 0x8","","","",""
"0x7f61252f577f","488","mov dword ptr [rdx+0xdc], ecx","","","",""
"0x7f61252f5785","488","mov rdx, 0x7f61206cc728","","","",""
"0x7f61252f578f","488","and ecx, 0x7ffff8","","","",""
"0x7f61252f5795","488","cmp ecx, 0x0","","","",""
"0x7f61252f5798","488","jz 0x7f61252f6f47 <Block 351>","","","",""
"0x7f61252f579e","0","Block 94:","","","",""
"0x7f61252f579e","488","mov rdx, rax","","","",""
"0x7f61252f57a1","488","mov rcx, 0x7f61206d88a8","","","",""
"0x7f61252f57ab","488","add qword ptr [rcx+0x108], 0x1","","","",""
